ID,Woningkenmerken,RegioS,Perioden,GemiddeldAardgasverbruik_1,GemiddeldeElektriciteitslevering_2,GemiddeldeNettoElektriciteitslevering_3,Stadsverwarming_4
3929,Totaal woningen,Medemblik,2024,920.0,2840.0,1810.0,
3930,Totaal woningen,Meerssen,2010,2500.0,3900.0,,
3931,Totaal woningen,Meerssen,2011,1950.0,3750.0,,
3932,Totaal woningen,Meerssen,2012,2100.0,3750.0,,
3933,Totaal woningen,Meerssen,2013,2200.0,3750.0,,
3934,Totaal woningen,Meerssen,2014,1600.0,3600.0,,
3935,Totaal woningen,Meerssen,2015,1710.0,3490.0,,
3936,Totaal woningen,Meerssen,2016,1760.0,3400.0,,
3937,Totaal woningen,Meerssen,2017,1720.0,3350.0,,
3938,Totaal woningen,Meerssen,2018,1710.0,3300.0,,
3939,Totaal woningen,Meerssen,2019,1600.0,3180.0,,
3940,Totaal woningen,Meerssen,2020,1470.0,3180.0,,
3941,Totaal woningen,Meerssen,2021,1670.0,3220.0,2590.0,
3942,Totaal woningen,Meerssen,2022,1220.0,2990.0,2170.0,
3943,Totaal woningen,Meerssen,2023,1050.0,2910.0,1860.0,
3944,Totaal woningen,Meerssen,2024,1020.0,3010.0,1870.0,
3945,Totaal woningen,Meierijstad,2010,,,,
3946,Totaal woningen,Meierijstad,2011,,,,
3947,Totaal woningen,Meierijstad,2012,,,,
3948,Totaal woningen,Meierijstad,2013,,,,
3949,Totaal woningen,Meierijstad,2014,,,,
3950,Totaal woningen,Meierijstad,2015,,,,
3951,Totaal woningen,Meierijstad,2016,,,,
3952,Totaal woningen,Meierijstad,2017,1480.0,3490.0,,
3953,Totaal woningen,Meierijstad,2018,1510.0,3400.0,,
3954,Totaal woningen,Meierijstad,2019,1420.0,3280.0,,
3955,Totaal woningen,Meierijstad,2020,1330.0,3260.0,,
3956,Totaal woningen,Meierijstad,2021,1480.0,3310.0,2740.0,
3957,Totaal woningen,Meierijstad,2022,1080.0,3040.0,2260.0,
3958,Totaal woningen,Meierijstad,2023,950.0,2950.0,1930.0,
3959,Totaal woningen,Meierijstad,2024,920.0,3010.0,1880.0,
3960,Totaal woningen,Menaldumadeel,2010,2300.0,3250.0,,
3961,Totaal woningen,Menaldumadeel,2011,,,,
3962,Totaal woningen,Menaldumadeel,2012,,,,
3963,Totaal woningen,Menaldumadeel,2013,,,,
3964,Totaal woningen,Menaldumadeel,2014,,,,
3965,Totaal woningen,Menaldumadeel,2015,,,,
3966,Totaal woningen,Menaldumadeel,2016,,,,
3967,Totaal woningen,Menaldumadeel,2017,,,,
3968,Totaal woningen,Menaldumadeel,2018,,,,
3969,Totaal woningen,Menaldumadeel,2019,,,,
3970,Totaal woningen,Menaldumadeel,2020,,,,
3971,Totaal woningen,Menaldumadeel,2021,,,,
3972,Totaal woningen,Menaldumadeel,2022,,,,
3973,Totaal woningen,Menaldumadeel,2023,,,,
3974,Totaal woningen,Menaldumadeel,2024,,,,
3975,Totaal woningen,Menameradiel,2010,,,,
3976,Totaal woningen,Menameradiel,2011,1800.0,3300.0,,
3977,Totaal woningen,Menameradiel,2012,1900.0,3200.0,,
3978,Totaal woningen,Menameradiel,2013,2000.0,3100.0,,
3979,Totaal woningen,Menameradiel,2014,1550.0,3000.0,,
3980,Totaal woningen,Menameradiel,2015,1580.0,2960.0,,
3981,Totaal woningen,Menameradiel,2016,1670.0,2840.0,,
3982,Totaal woningen,Menameradiel,2017,1550.0,2770.0,,
3983,Totaal woningen,Menameradiel,2018,,,,
3984,Totaal woningen,Menameradiel,2019,,,,
3985,Totaal woningen,Menameradiel,2020,,,,
3986,Totaal woningen,Menameradiel,2021,,,,
3987,Totaal woningen,Menameradiel,2022,,,,
3988,Totaal woningen,Menameradiel,2023,,,,
3989,Totaal woningen,Menameradiel,2024,,,,
3990,Totaal woningen,Menterwolde,2010,2450.0,3550.0,,
3991,Totaal woningen,Menterwolde,2011,1950.0,3550.0,,
3992,Totaal woningen,Menterwolde,2012,2050.0,3450.0,,
3993,Totaal woningen,Menterwolde,2013,2150.0,3400.0,,
3994,Totaal woningen,Menterwolde,2014,1600.0,3300.0,,
3995,Totaal woningen,Menterwolde,2015,1710.0,3180.0,,
3996,Totaal woningen,Menterwolde,2016,1810.0,3140.0,,
3997,Totaal woningen,Menterwolde,2017,1700.0,3070.0,,
3998,Totaal woningen,Menterwolde,2018,,,,
3999,Totaal woningen,Menterwolde,2019,,,,
4000,Totaal woningen,Menterwolde,2020,,,,
4001,Totaal woningen,Menterwolde,2021,,,,
4002,Totaal woningen,Menterwolde,2022,,,,
4003,Totaal woningen,Menterwolde,2023,,,,
4004,Totaal woningen,Menterwolde,2024,,,,
4005,Totaal woningen,Meppel,2010,1950.0,3250.0,,
4006,Totaal woningen,Meppel,2011,1550.0,3250.0,,
4007,Totaal woningen,Meppel,2012,1600.0,3200.0,,
4008,Totaal woningen,Meppel,2013,1700.0,3100.0,,
4009,Totaal woningen,Meppel,2014,1250.0,2950.0,,
4010,Totaal woningen,Meppel,2015,1300.0,2930.0,,
4011,Totaal woningen,Meppel,2016,1390.0,2870.0,,
4012,Totaal woningen,Meppel,2017,1350.0,2750.0,,
4013,Totaal woningen,Meppel,2018,1350.0,2670.0,,
4014,Totaal woningen,Meppel,2019,1220.0,2570.0,,
4015,Totaal woningen,Meppel,2020,1170.0,2580.0,,
4016,Totaal woningen,Meppel,2021,1300.0,2620.0,2210.0,
4017,Totaal woningen,Meppel,2022,950.0,2430.0,1890.0,2.3
4018,Totaal woningen,Meppel,2023,850.0,2380.0,1690.0,2.3
4019,Totaal woningen,Meppel,2024,820.0,2450.0,1650.0,2.3
4020,Totaal woningen,Middelburg (Z.),2010,1700.0,2850.0,,
4021,Totaal woningen,Middelburg (Z.),2011,1350.0,2850.0,,
4022,Totaal woningen,Middelburg (Z.),2012,1400.0,2750.0,,
4023,Totaal woningen,Middelburg (Z.),2013,1550.0,2750.0,,
4024,Totaal woningen,Middelburg (Z.),2014,1150.0,2650.0,,
4025,Totaal woningen,Middelburg (Z.),2015,1210.0,2580.0,,
4026,Totaal woningen,Middelburg (Z.),2016,1240.0,2510.0,,
4027,Totaal woningen,Middelburg (Z.),2017,1170.0,2430.0,,
4028,Totaal woningen,Middelburg (Z.),2018,1190.0,2390.0,,
4029,Totaal woningen,Middelburg (Z.),2019,1110.0,2310.0,,
4030,Totaal woningen,Middelburg (Z.),2020,1070.0,2320.0,,
4031,Totaal woningen,Middelburg (Z.),2021,1230.0,2420.0,2100.0,
4032,Totaal woningen,Middelburg (Z.),2022,900.0,2220.0,1760.0,
4033,Totaal woningen,Middelburg (Z.),2023,820.0,2160.0,1580.0,
4034,Totaal woningen,Middelburg (Z.),2024,800.0,2210.0,1550.0,
4035,Totaal woningen,Middelharnis,2010,1950.0,3450.0,,
4036,Totaal woningen,Middelharnis,2011,1500.0,3400.0,,
4037,Totaal woningen,Middelharnis,2012,1550.0,3300.0,,
4038,Totaal woningen,Middelharnis,2013,,,,
4039,Totaal woningen,Middelharnis,2014,,,,
4040,Totaal woningen,Middelharnis,2015,,,,
4041,Totaal woningen,Middelharnis,2016,,,,
4042,Totaal woningen,Middelharnis,2017,,,,
4043,Totaal woningen,Middelharnis,2018,,,,
4044,Totaal woningen,Middelharnis,2019,,,,
4045,Totaal woningen,Middelharnis,2020,,,,
4046,Totaal woningen,Middelharnis,2021,,,,
4047,Totaal woningen,Middelharnis,2022,,,,
4048,Totaal woningen,Middelharnis,2023,,,,
4049,Totaal woningen,Middelharnis,2024,,,,
4050,Totaal woningen,Midden-Delfland,2010,1800.0,3550.0,,
4051,Totaal woningen,Midden-Delfland,2011,1400.0,3600.0,,
4052,Totaal woningen,Midden-Delfland,2012,1400.0,3600.0,,
4053,Totaal woningen,Midden-Delfland,2013,1550.0,3500.0,,
4054,Totaal woningen,Midden-Delfland,2014,1150.0,3350.0,,
4055,Totaal woningen,Midden-Delfland,2015,1180.0,3290.0,,3.2
4056,Totaal woningen,Midden-Delfland,2016,1220.0,3260.0,,3.1
4057,Totaal woningen,Midden-Delfland,2017,1210.0,3170.0,,3.1
4058,Totaal woningen,Midden-Delfland,2018,1230.0,3070.0,,
4059,Totaal woningen,Midden-Delfland,2019,1120.0,2940.0,,3.6
4060,Totaal woningen,Midden-Delfland,2020,1060.0,3000.0,,3.6
4061,Totaal woningen,Midden-Delfland,2021,1210.0,3070.0,2600.0,4.7
4062,Totaal woningen,Midden-Delfland,2022,900.0,2780.0,2090.0,5.0
4063,Totaal woningen,Midden-Delfland,2023,820.0,2660.0,1780.0,4.9
4064,Totaal woningen,Midden-Delfland,2024,800.0,2710.0,1730.0,5.0
4065,Totaal woningen,Midden-Drenthe,2010,2450.0,3700.0,,
4066,Totaal woningen,Midden-Drenthe,2011,1900.0,3650.0,,
4067,Totaal woningen,Midden-Drenthe,2012,2050.0,3600.0,,
4068,Totaal woningen,Midden-Drenthe,2013,2150.0,3500.0,,
4069,Totaal woningen,Midden-Drenthe,2014,1600.0,3400.0,,
4070,Totaal woningen,Midden-Drenthe,2015,1690.0,3250.0,,
4071,Totaal woningen,Midden-Drenthe,2016,1770.0,3170.0,,
4072,Totaal woningen,Midden-Drenthe,2017,1670.0,3080.0,,
4073,Totaal woningen,Midden-Drenthe,2018,1720.0,3050.0,,
4074,Totaal woningen,Midden-Drenthe,2019,1590.0,2950.0,,
4075,Totaal woningen,Midden-Drenthe,2020,1490.0,2970.0,,
4076,Totaal woningen,Midden-Drenthe,2021,1680.0,3060.0,2420.0,
4077,Totaal woningen,Midden-Drenthe,2022,1230.0,2870.0,1970.0,
4078,Totaal woningen,Midden-Drenthe,2023,1060.0,2820.0,1690.0,
4079,Totaal woningen,Midden-Drenthe,2024,1020.0,2940.0,1690.0,
4080,Totaal woningen,Midden-Groningen,2010,,,,
4081,Totaal woningen,Midden-Groningen,2011,,,,
4082,Totaal woningen,Midden-Groningen,2012,,,,
4083,Totaal woningen,Midden-Groningen,2013,,,,
4084,Totaal woningen,Midden-Groningen,2014,,,,
4085,Totaal woningen,Midden-Groningen,2015,,,,
4086,Totaal woningen,Midden-Groningen,2016,,,,
4087,Totaal woningen,Midden-Groningen,2017,,,,
4088,Totaal woningen,Midden-Groningen,2018,1610.0,2790.0,,
4089,Totaal woningen,Midden-Groningen,2019,1490.0,2710.0,,
4090,Totaal woningen,Midden-Groningen,2020,1420.0,2740.0,,
4091,Totaal woningen,Midden-Groningen,2021,1600.0,2760.0,2230.0,
4092,Totaal woningen,Midden-Groningen,2022,1180.0,2580.0,1840.0,
4093,Totaal woningen,Midden-Groningen,2023,1020.0,2560.0,1610.0,
4094,Totaal woningen,Midden-Groningen,2024,970.0,2660.0,1600.0,
4095,Totaal woningen,Mill en Sint Hubert,2010,2400.0,4150.0,,
4096,Totaal woningen,Mill en Sint Hubert,2011,1900.0,4200.0,,
4097,Totaal woningen,Mill en Sint Hubert,2012,1950.0,4150.0,,
4098,Totaal woningen,Mill en Sint Hubert,2013,2100.0,4050.0,,
4099,Totaal woningen,Mill en Sint Hubert,2014,1550.0,3900.0,,
4100,Totaal woningen,Mill en Sint Hubert,2015,1680.0,3820.0,,
4101,Totaal woningen,Mill en Sint Hubert,2016,1750.0,3780.0,,
4102,Totaal woningen,Mill en Sint Hubert,2017,1690.0,3730.0,,
4103,Totaal woningen,Mill en Sint Hubert,2018,1710.0,3670.0,,
4104,Totaal woningen,Mill en Sint Hubert,2019,1600.0,3560.0,,
4105,Totaal woningen,Mill en Sint Hubert,2020,1480.0,3550.0,,
4106,Totaal woningen,Mill en Sint Hubert,2021,1670.0,3580.0,3010.0,
4107,Totaal woningen,Mill en Sint Hubert,2022,,,,
4108,Totaal woningen,Mill en Sint Hubert,2023,,,,
4109,Totaal woningen,Mill en Sint Hubert,2024,,,,
4110,Totaal woningen,Millingen aan de Rijn,2010,2150.0,3650.0,,
4111,Totaal woningen,Millingen aan de Rijn,2011,1650.0,3650.0,,
4112,Totaal woningen,Millingen aan de Rijn,2012,1750.0,3550.0,,
4113,Totaal woningen,Millingen aan de Rijn,2013,1800.0,3450.0,,
4114,Totaal woningen,Millingen aan de Rijn,2014,1350.0,3250.0,,
4115,Totaal woningen,Millingen aan de Rijn,2015,,,,
4116,Totaal woningen,Millingen aan de Rijn,2016,,,,
4117,Totaal woningen,Millingen aan de Rijn,2017,,,,
4118,Totaal woningen,Millingen aan de Rijn,2018,,,,
4119,Totaal woningen,Millingen aan de Rijn,2019,,,,
4120,Totaal woningen,Millingen aan de Rijn,2020,,,,
4121,Totaal woningen,Millingen aan de Rijn,2021,,,,
4122,Totaal woningen,Millingen aan de Rijn,2022,,,,
4123,Totaal woningen,Millingen aan de Rijn,2023,,,,
4124,Totaal woningen,Millingen aan de Rijn,2024,,,,
4125,Totaal woningen,Moerdijk,2010,2150.0,3750.0,,
4126,Totaal woningen,Moerdijk,2011,1600.0,3700.0,,
4127,Totaal woningen,Moerdijk,2012,1750.0,3700.0,,
4128,Totaal woningen,Moerdijk,2013,1850.0,3550.0,,
4129,Totaal woningen,Moerdijk,2014,1350.0,3400.0,,
4130,Totaal woningen,Moerdijk,2015,1450.0,3430.0,,
4131,Totaal woningen,Moerdijk,2016,1480.0,3310.0,,
4132,Totaal woningen,Moerdijk,2017,1410.0,3250.0,,
4133,Totaal woningen,Moerdijk,2018,1430.0,3230.0,,
4134,Totaal woningen,Moerdijk,2019,1320.0,3130.0,,
4135,Totaal woningen,Moerdijk,2020,1240.0,3090.0,,
4136,Totaal woningen,Moerdijk,2021,1390.0,3130.0,2690.0,
4137,Totaal woningen,Moerdijk,2022,1020.0,2880.0,2250.0,
4138,Totaal woningen,Moerdijk,2023,910.0,2800.0,1950.0,
4139,Totaal woningen,Moerdijk,2024,880.0,2880.0,1950.0,
4140,Totaal woningen,Molenlanden,2010,,,,
4141,Totaal woningen,Molenlanden,2011,,,,
4142,Totaal woningen,Molenlanden,2012,,,,
4143,Totaal woningen,Molenlanden,2013,,,,
4144,Totaal woningen,Molenlanden,2014,,,,
4145,Totaal woningen,Molenlanden,2015,,,,
4146,Totaal woningen,Molenlanden,2016,,,,
4147,Totaal woningen,Molenlanden,2017,,,,
4148,Totaal woningen,Molenlanden,2018,,,,
4149,Totaal woningen,Molenlanden,2019,1370.0,3050.0,,
4150,Totaal woningen,Molenlanden,2020,1290.0,3090.0,,
4151,Totaal woningen,Molenlanden,2021,1450.0,3180.0,2800.0,
4152,Totaal woningen,Molenlanden,2022,1050.0,2950.0,2360.0,
4153,Totaal woningen,Molenlanden,2023,920.0,2830.0,2020.0,
4154,Totaal woningen,Molenlanden,2024,890.0,2860.0,1890.0,
4155,Totaal woningen,Molenwaard,2010,,,,
4156,Totaal woningen,Molenwaard,2011,,,,
4157,Totaal woningen,Molenwaard,2012,,,,
4158,Totaal woningen,Molenwaard,2013,1800.0,3450.0,,
4159,Totaal woningen,Molenwaard,2014,1350.0,3300.0,,
4160,Totaal woningen,Molenwaard,2015,1440.0,3230.0,,
4161,Totaal woningen,Molenwaard,2016,1470.0,3160.0,,
4162,Totaal woningen,Molenwaard,2017,1420.0,3120.0,,
4163,Totaal woningen,Molenwaard,2018,1440.0,3080.0,,
4164,Totaal woningen,Molenwaard,2019,,,,
4165,Totaal woningen,Molenwaard,2020,,,,
4166,Totaal woningen,Molenwaard,2021,,,,
4167,Totaal woningen,Molenwaard,2022,,,,
4168,Totaal woningen,Molenwaard,2023,,,,
4169,Totaal woningen,Molenwaard,2024,,,,
4170,Totaal woningen,Montferland,2010,2250.0,3800.0,,
4171,Totaal woningen,Montferland,2011,1800.0,3750.0,,
4172,Totaal woningen,Montferland,2012,1850.0,3700.0,,
4173,Totaal woningen,Montferland,2013,1950.0,3650.0,,
4174,Totaal woningen,Montferland,2014,1450.0,3500.0,,
4175,Totaal woningen,Montferland,2015,1530.0,3350.0,,
4176,Totaal woningen,Montferland,2016,1580.0,3270.0,,
4177,Totaal woningen,Montferland,2017,1560.0,3170.0,,
4178,Totaal woningen,Montferland,2018,1550.0,3070.0,,
4179,Totaal woningen,Montferland,2019,1420.0,3120.0,,
4180,Totaal woningen,Montferland,2020,1340.0,3120.0,,
4181,Totaal woningen,Montferland,2021,1500.0,3150.0,2520.0,
4182,Totaal woningen,Montferland,2022,1100.0,2940.0,2050.0,
4183,Totaal woningen,Montferland,2023,940.0,2890.0,1740.0,
4184,Totaal woningen,Montferland,2024,910.0,2970.0,1730.0,
4185,Totaal woningen,Montfoort,2010,2100.0,3850.0,,
4186,Totaal woningen,Montfoort,2011,1650.0,3850.0,,
4187,Totaal woningen,Montfoort,2012,1650.0,3750.0,,
4188,Totaal woningen,Montfoort,2013,1750.0,3650.0,,
4189,Totaal woningen,Montfoort,2014,1250.0,3550.0,,
4190,Totaal woningen,Montfoort,2015,1400.0,3450.0,,
4191,Totaal woningen,Montfoort,2016,1460.0,3380.0,,
4192,Totaal woningen,Montfoort,2017,1390.0,3320.0,,
4193,Totaal woningen,Montfoort,2018,1420.0,3270.0,,
4194,Totaal woningen,Montfoort,2019,1330.0,3150.0,,
4195,Totaal woningen,Montfoort,2020,1240.0,3130.0,,
4196,Totaal woningen,Montfoort,2021,1420.0,3170.0,2760.0,
4197,Totaal woningen,Montfoort,2022,1040.0,2880.0,2250.0,
4198,Totaal woningen,Montfoort,2023,930.0,2790.0,1920.0,
4199,Totaal woningen,Montfoort,2024,910.0,2780.0,1800.0,
4200,Totaal woningen,Mook en Middelaar,2010,2450.0,4000.0,,
4201,Totaal woningen,Mook en Middelaar,2011,1900.0,3900.0,,
4202,Totaal woningen,Mook en Middelaar,2012,2000.0,3900.0,,
4203,Totaal woningen,Mook en Middelaar,2013,2200.0,3800.0,,
4204,Totaal woningen,Mook en Middelaar,2014,1600.0,3600.0,,
4205,Totaal woningen,Mook en Middelaar,2015,1730.0,3590.0,,
4206,Totaal woningen,Mook en Middelaar,2016,1800.0,3490.0,,
4207,Totaal woningen,Mook en Middelaar,2017,1760.0,3440.0,,
4208,Totaal woningen,Mook en Middelaar,2018,1730.0,3380.0,,
4209,Totaal woningen,Mook en Middelaar,2019,1610.0,3250.0,,
4210,Totaal woningen,Mook en Middelaar,2020,1500.0,3240.0,,
4211,Totaal woningen,Mook en Middelaar,2021,1670.0,3260.0,2640.0,
4212,Totaal woningen,Mook en Middelaar,2022,1230.0,2970.0,2150.0,
4213,Totaal woningen,Mook en Middelaar,2023,1060.0,2870.0,1820.0,
4214,Totaal woningen,Mook en Middelaar,2024,1010.0,2940.0,1800.0,
4215,Totaal woningen,Muiden,2010,2250.0,3650.0,,
4216,Totaal woningen,Muiden,2011,1750.0,3650.0,,
4217,Totaal woningen,Muiden,2012,1900.0,3550.0,,
4218,Totaal woningen,Muiden,2013,2050.0,3400.0,,
4219,Totaal woningen,Muiden,2014,1500.0,3350.0,,
4220,Totaal woningen,Muiden,2015,1610.0,3290.0,,
4221,Totaal woningen,Muiden,2016,,,,
4222,Totaal woningen,Muiden,2017,,,,
4223,Totaal woningen,Muiden,2018,,,,
4224,Totaal woningen,Muiden,2019,,,,
4225,Totaal woningen,Muiden,2020,,,,
4226,Totaal woningen,Muiden,2021,,,,
4227,Totaal woningen,Muiden,2022,,,,
4228,Totaal woningen,Muiden,2023,,,,
4229,Totaal woningen,Muiden,2024,,,,
4230,Totaal woningen,Naarden,2010,2500.0,3600.0,,
4231,Totaal woningen,Naarden,2011,2000.0,3600.0,,
4232,Totaal woningen,Naarden,2012,2150.0,3650.0,,
4233,Totaal woningen,Naarden,2013,2200.0,3550.0,,
4234,Totaal woningen,Naarden,2014,1650.0,3450.0,,
4235,Totaal woningen,Naarden,2015,1810.0,3490.0,,
4236,Totaal woningen,Naarden,2016,,,,
4237,Totaal woningen,Naarden,2017,,,,
4238,Totaal woningen,Naarden,2018,,,,
4239,Totaal woningen,Naarden,2019,,,,
4240,Totaal woningen,Naarden,2020,,,,
4241,Totaal woningen,Naarden,2021,,,,
4242,Totaal woningen,Naarden,2022,,,,
4243,Totaal woningen,Naarden,2023,,,,
4244,Totaal woningen,Naarden,2024,,,,
4245,Totaal woningen,Neder-Betuwe,2010,2300.0,3850.0,,
4246,Totaal woningen,Neder-Betuwe,2011,1850.0,3900.0,,
4247,Totaal woningen,Neder-Betuwe,2012,1950.0,3850.0,,
4248,Totaal woningen,Neder-Betuwe,2013,2050.0,3750.0,,
4249,Totaal woningen,Neder-Betuwe,2014,1500.0,3600.0,,
4250,Totaal woningen,Neder-Betuwe,2015,1640.0,3520.0,,
4251,Totaal woningen,Neder-Betuwe,2016,1670.0,3420.0,,
4252,Totaal woningen,Neder-Betuwe,2017,1670.0,3350.0,,
4253,Totaal woningen,Neder-Betuwe,2018,1630.0,3280.0,,
4254,Totaal woningen,Neder-Betuwe,2019,1520.0,3270.0,,
4255,Totaal woningen,Neder-Betuwe,2020,1420.0,3340.0,,
4256,Totaal woningen,Neder-Betuwe,2021,1590.0,3400.0,2960.0,
4257,Totaal woningen,Neder-Betuwe,2022,1150.0,3160.0,2460.0,
4258,Totaal woningen,Neder-Betuwe,2023,1010.0,3060.0,2080.0,
4259,Totaal woningen,Neder-Betuwe,2024,990.0,3140.0,2000.0,
4260,Totaal woningen,Nederlek,2010,2000.0,3450.0,,
4261,Totaal woningen,Nederlek,2011,1600.0,3400.0,,
4262,Totaal woningen,Nederlek,2012,1600.0,3300.0,,
4263,Totaal woningen,Nederlek,2013,1750.0,3250.0,,
4264,Totaal woningen,Nederlek,2014,1250.0,3050.0,,
4265,Totaal woningen,Nederlek,2015,,,,
4266,Totaal woningen,Nederlek,2016,,,,
4267,Totaal woningen,Nederlek,2017,,,,
4268,Totaal woningen,Nederlek,2018,,,,
4269,Totaal woningen,Nederlek,2019,,,,
4270,Totaal woningen,Nederlek,2020,,,,
4271,Totaal woningen,Nederlek,2021,,,,
4272,Totaal woningen,Nederlek,2022,,,,
4273,Totaal woningen,Nederlek,2023,,,,
4274,Totaal woningen,Nederlek,2024,,,,
4275,Totaal woningen,Nederweert,2010,2350.0,4300.0,,
4276,Totaal woningen,Nederweert,2011,1800.0,4150.0,,
4277,Totaal woningen,Nederweert,2012,1900.0,4100.0,,
4278,Totaal woningen,Nederweert,2013,2050.0,4050.0,,
4279,Totaal woningen,Nederweert,2014,1500.0,3900.0,,
4280,Totaal woningen,Nederweert,2015,1670.0,3770.0,,
4281,Totaal woningen,Nederweert,2016,1730.0,3770.0,,
4282,Totaal woningen,Nederweert,2017,1640.0,3670.0,,
4283,Totaal woningen,Nederweert,2018,1650.0,3620.0,,
4284,Totaal woningen,Nederweert,2019,1530.0,3500.0,,
4285,Totaal woningen,Nederweert,2020,1450.0,3460.0,,
4286,Totaal woningen,Nederweert,2021,1610.0,3500.0,2780.0,
4287,Totaal woningen,Nederweert,2022,1170.0,3270.0,2290.0,
4288,Totaal woningen,Nederweert,2023,1010.0,3160.0,1890.0,
4289,Totaal woningen,Nederweert,2024,980.0,3260.0,1900.0,
4290,Totaal woningen,Neerijnen,2010,2500.0,4150.0,,
4291,Totaal woningen,Neerijnen,2011,1950.0,4150.0,,
4292,Totaal woningen,Neerijnen,2012,2000.0,4000.0,,
4293,Totaal woningen,Neerijnen,2013,2150.0,3950.0,,
4294,Totaal woningen,Neerijnen,2014,1600.0,3750.0,,
4295,Totaal woningen,Neerijnen,2015,1700.0,3710.0,,
4296,Totaal woningen,Neerijnen,2016,1790.0,3670.0,,
4297,Totaal woningen,Neerijnen,2017,1710.0,3610.0,,
4298,Totaal woningen,Neerijnen,2018,1750.0,3520.0,,
4299,Totaal woningen,Neerijnen,2019,,,,
4300,Totaal woningen,Neerijnen,2020,,,,
4301,Totaal woningen,Neerijnen,2021,,,,
4302,Totaal woningen,Neerijnen,2022,,,,
4303,Totaal woningen,Neerijnen,2023,,,,
4304,Totaal woningen,Neerijnen,2024,,,,
4305,Totaal woningen,Niedorp,2010,2200.0,3850.0,,
4306,Totaal woningen,Niedorp,2011,1700.0,3850.0,,
4307,Totaal woningen,Niedorp,2012,,,,
4308,Totaal woningen,Niedorp,2013,,,,
4309,Totaal woningen,Niedorp,2014,,,,
4310,Totaal woningen,Niedorp,2015,,,,
4311,Totaal woningen,Niedorp,2016,,,,
4312,Totaal woningen,Niedorp,2017,,,,
4313,Totaal woningen,Niedorp,2018,,,,
4314,Totaal woningen,Niedorp,2019,,,,
4315,Totaal woningen,Niedorp,2020,,,,
4316,Totaal woningen,Niedorp,2021,,,,
4317,Totaal woningen,Niedorp,2022,,,,
4318,Totaal woningen,Niedorp,2023,,,,
4319,Totaal woningen,Niedorp,2024,,,,
4320,Totaal woningen,Nieuwegein,2010,900.0,3500.0,,52.0
4321,Totaal woningen,Nieuwegein,2011,700.0,3450.0,,52.0
4322,Totaal woningen,Nieuwegein,2012,700.0,3350.0,,52.9
4323,Totaal woningen,Nieuwegein,2013,750.0,3300.0,,52.4
4324,Totaal woningen,Nieuwegein,2014,550.0,3200.0,,50.8
4325,Totaal woningen,Nieuwegein,2015,570.0,3090.0,,53.0
4326,Totaal woningen,Nieuwegein,2016,590.0,2990.0,,52.9
4327,Totaal woningen,Nieuwegein,2017,560.0,2970.0,,52.8
4328,Totaal woningen,Nieuwegein,2018,570.0,2900.0,,
4329,Totaal woningen,Nieuwegein,2019,530.0,2800.0,,53.9
4330,Totaal woningen,Nieuwegein,2020,510.0,2790.0,,54.3
4331,Totaal woningen,Nieuwegein,2021,580.0,2830.0,2600.0,52.7
4332,Totaal woningen,Nieuwegein,2022,420.0,2540.0,2210.0,49.3
4333,Totaal woningen,Nieuwegein,2023,380.0,2430.0,1980.0,49.4
4334,Totaal woningen,Nieuwegein,2024,370.0,2440.0,1930.0,48.9
4335,Totaal woningen,Nieuwkoop,2010,2100.0,3800.0,,
4336,Totaal woningen,Nieuwkoop,2011,1650.0,3750.0,,
4337,Totaal woningen,Nieuwkoop,2012,1700.0,3700.0,,
4338,Totaal woningen,Nieuwkoop,2013,1850.0,3600.0,,
4339,Totaal woningen,Nieuwkoop,2014,1400.0,3450.0,,
4340,Totaal woningen,Nieuwkoop,2015,1450.0,3320.0,,
4341,Totaal woningen,Nieuwkoop,2016,1510.0,3290.0,,
4342,Totaal woningen,Nieuwkoop,2017,1440.0,3210.0,,
4343,Totaal woningen,Nieuwkoop,2018,1460.0,3120.0,,
4344,Totaal woningen,Nieuwkoop,2019,1360.0,3160.0,,
4345,Totaal woningen,Nieuwkoop,2020,1280.0,3180.0,,
4346,Totaal woningen,Nieuwkoop,2021,1410.0,3270.0,2860.0,
4347,Totaal woningen,Nieuwkoop,2022,1020.0,3000.0,2390.0,1.1
4348,Totaal woningen,Nieuwkoop,2023,910.0,2910.0,2110.0,1.0
4349,Totaal woningen,Nieuwkoop,2024,870.0,2950.0,2040.0,1.0
4350,Totaal woningen,Nieuw-Lekkerland,2010,1850.0,3450.0,,
4351,Totaal woningen,Nieuw-Lekkerland,2011,1500.0,3400.0,,
4352,Totaal woningen,Nieuw-Lekkerland,2012,1550.0,3400.0,,
4353,Totaal woningen,Nieuw-Lekkerland,2013,,,,
4354,Totaal woningen,Nieuw-Lekkerland,2014,,,,
4355,Totaal woningen,Nieuw-Lekkerland,2015,,,,
4356,Totaal woningen,Nieuw-Lekkerland,2016,,,,
4357,Totaal woningen,Nieuw-Lekkerland,2017,,,,
4358,Totaal woningen,Nieuw-Lekkerland,2018,,,,
4359,Totaal woningen,Nieuw-Lekkerland,2019,,,,
4360,Totaal woningen,Nieuw-Lekkerland,2020,,,,
4361,Totaal woningen,Nieuw-Lekkerland,2021,,,,
4362,Totaal woningen,Nieuw-Lekkerland,2022,,,,
4363,Totaal woningen,Nieuw-Lekkerland,2023,,,,
4364,Totaal woningen,Nieuw-Lekkerland,2024,,,,
